"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.06840475451487e-09,0.272419928018262,0.894,0.793,4.84689286125469e-05,"1","Ociad1"
2.10312745909862e-09,0.282423150691314,0.811,0.569,4.92825857490579e-05,"1","Mrpl54"
2.28308315742227e-09,0.26184172114246,0.884,0.671,5.3499487627876e-05,"1","Sec22b"
2.36476894320968e-09,0.251586886386886,0.907,0.761,5.54136306462325e-05,"1","Slc39a7"
2.40148162244049e-09,0.257849404520298,0.787,0.563,5.6273918858648e-05,"1","Ctcf"
2.47830161093759e-09,0.385411941166026,0.319,0.155,5.80740416491005e-05,"1","Hmga1"
2.66650555198801e-09,0.31760180143733,0.887,0.808,6.24842245997349e-05,"1","Atp5g1"
3.0320395355118e-09,0.265421664384102,0.904,0.848,7.10497824356479e-05,"1","Nme2"
3.5860900007118e-09,0.469739744478895,0.581,0.393,8.40328469866796e-05,"1","1810013L24Rik"
3.65319622198409e-09,0.315401833961209,0.336,0.178,8.56053470697531e-05,"1","Zxda"
4.41589668080285e-09,1.29155514228853,0.276,0.139,0.000103477706921253,"1","5730405O15Rik"
4.42664415903954e-09,0.266427247209138,0.369,0.197,0.000103729552578774,"1","Tmem62"
4.50328251421028e-09,0.317755092251414,0.821,0.607,0.000105525419155489,"1","Tceb1"
4.70564772550615e-09,0.412182788363615,0.409,0.235,0.000110267443151786,"1","Ccdc132"
4.92772489133427e-09,0.31618724167741,0.9,0.747,0.000115471377378636,"1","Srp14"
5.00656452948559e-09,0.259550899539681,0.864,0.699,0.000117318826619436,"1","1810046J19Rik"
5.15972362204517e-09,0.351364234171727,0.571,0.364,0.000120907803635385,"1","Phtf1"
5.81010967158972e-09,0.31952615020877,0.791,0.646,0.000136148299934362,"1","Gatad1"
6.01613113078254e-09,0.255870384275256,0.824,0.54,0.000140976000787627,"1","Tmem107"
7.32817751065952e-09,0.548685363943213,0.252,0.118,0.000171721183607285,"1","Meig1"
8.61306320721571e-09,0.298921535865628,0.342,0.184,0.000201829910134686,"1","Cacnb4"
9.20758212675546e-09,0.677616876702973,0.256,0.12,0.000215761271976261,"1","March9"
9.51225770251604e-09,0.31485900679889,0.92,0.803,0.000222900734743058,"1","Ssr2"
1.04594070767568e-08,0.576889862154004,0.442,0.274,0.000245095286029641,"1","2310046O06Rik"
1.06745739761098e-08,0.41140277351275,0.365,0.203,0.000250137291982182,"1","Rbmx2"
1.06910369109446e-08,0.410371380331626,0.302,0.155,0.000250523067934165,"1","Cetn4"
1.10009734078302e-08,0.288677183708282,0.93,0.827,0.000257785809865684,"1","Cope"
1.31990266313434e-08,0.252949356523115,0.794,0.554,0.000309292791052271,"1","Scoc"
1.36405745402319e-08,0.531726759482424,0.651,0.428,0.000319639583201253,"1","Rsph3b"
1.57113165748347e-08,0.559116390044874,0.95,0.629,0.0003681632812981,"1","Meg3"
1.58081366240676e-08,0.359913336256385,0.415,0.241,0.000370432065511775,"1","Oma1"
1.64059223510885e-08,0.271793022036106,0.897,0.722,0.000384439978453056,"1","Hspd1"
1.76907370059124e-08,0.741446843543142,0.621,0.433,0.000414547040259545,"1","4933407H18Rik"
1.86216298373707e-08,0.316824395811649,0.532,0.341,0.000436360651979108,"1","Nvl"
1.87937389428718e-08,0.333672574272276,0.472,0.286,0.000440393684648316,"1","Ttc32"
2.44000536657996e-08,0.472251136896367,0.409,0.24,0.000571766457550682,"1","1700023F06Rik"
2.72822840832051e-08,0.266182249428598,0.841,0.645,0.000639305762921746,"1","Vti1b"
3.74258333727222e-08,0.580114998479099,0.761,0.559,0.000876999553423,"1","Ssbp1"
4.65098797922005e-08,0.323540543814341,0.824,0.64,0.00108986601317063,"1","Cdk2ap1"
4.68439856655941e-08,0.333129502747744,0.326,0.178,0.00109769511610187,"1","Elovl2"
5.66322872044766e-08,0.425121842081461,0.266,0.135,0.0013270643860625,"1","Hscb"
5.78291483147431e-08,0.262959358758458,0.884,0.698,0.00135511043245938,"1","BC031181"
5.98316169552635e-08,0.955819063766758,0.329,0.188,0.00140203428011269,"1","Pgbd5"
6.33701342986209e-08,0.297548896774779,0.279,0.149,0.00148495235701958,"1","BC002230"
6.88014001250778e-08,0.250618128623046,0.847,0.673,0.00161222320913095,"1","2310003F16Rik"
6.88696865897266e-08,0.334306453081299,0.867,0.716,0.00161382336585706,"1","Vkorc1"
6.9292283637067e-08,0.322763620659634,0.864,0.733,0.00162372608246739,"1","Eif3m"
7.25001948336284e-08,0.934626275590146,0.286,0.164,0.00169889706553641,"1","P2ry12"
8.20864813701642e-08,0.412300947649699,0.837,0.69,0.00192353251794706,"1","Nucks1"
8.76905772476203e-08,0.606344544293805,0.442,0.293,0.00205485329664349,"1","Ccdc109a"
8.99887708475788e-08,0.366577113234349,0.568,0.381,0.00210870686727131,"1","Gm9781"
9.43490525097317e-08,0.623215189102382,0.316,0.174,0.00221088134746054,"1","C920006O11Rik"
9.63754457655066e-08,0.339814855751081,0.927,0.87,0.00225836582062312,"1","Oaz1"
9.72278886081301e-08,0.476224956691398,0.336,0.183,0.00227834111375431,"1","1700029J07Rik"
1.0654975403989e-07,0.269735561597467,0.648,0.422,0.00249678038641675,"1","Avl9"
1.12217479623763e-07,0.289788766776422,0.887,0.718,0.00262959220002365,"1","Top1"
1.21566361236383e-07,0.319895838755541,0.688,0.475,0.00284866454285215,"1","Pak1ip1"
1.31977119866437e-07,0.46092937205337,0.262,0.137,0.00309261984983023,"1","Mark1"
1.45180688022062e-07,0.426334513627751,0.375,0.225,0.00340201906242097,"1","5730409E04Rik"
1.47540034588572e-07,0.415802964379278,0.485,0.316,0.00345730563051401,"1","Ado"
1.52924238609669e-07,0.353531712838605,0.269,0.138,0.00358347368334037,"1","1110019D14Rik"
1.63072097143273e-07,0.313643849223501,0.349,0.2,0.00382126845235831,"1","Txnl4b"
1.71113414163107e-07,0.254356469477021,0.355,0.201,0.00400970063408407,"1","Lrrc57"
1.88029727025328e-07,0.381927329804527,0.389,0.238,0.00440610059338451,"1","2700062C07Rik"
2.04678592109062e-07,0.268211433703638,0.266,0.136,0.00479623344889165,"1","Arid3a"
2.20585442876341e-07,0.258598978648287,0.884,0.777,0.00516897868292131,"1","Cox17"
2.24808484323377e-07,0.298664917514982,0.91,0.791,0.00526793721314969,"1","Atp6v1g1"
2.48447561991408e-07,0.490437171065965,0.312,0.171,0.00582187172014466,"1","2810001G20Rik"
2.89424571510385e-07,0.457384482127367,0.372,0.221,0.00678208598420286,"1","1600020E01Rik"
2.97736158416893e-07,0.363546593525218,0.515,0.346,0.00697685140018306,"1","2700007P21Rik"
2.99716054238883e-07,0.38613979370091,0.329,0.185,0.00702324629897975,"1","Odf2l"
3.41419935413512e-07,0.725957635619018,0.302,0.172,0.00800049334654482,"1","Poll"
3.58817144637553e-07,0.323467256655455,0.887,0.752,0.00840816215029177,"1","Ccdc56"
4.359846897592e-07,0.329944078785404,0.412,0.255,0.0102164292351273,"1","Spa17"
4.36592389483739e-07,0.596103599931594,0.502,0.312,0.0102306694627725,"1","Cwc25"
4.50463846723798e-07,0.3731723253725,0.724,0.518,0.0105557193202788,"1","Srp19"
4.91330612962344e-07,0.260566078246886,0.914,0.812,0.0115133502535466,"1","Minos1"
5.02167583741376e-07,6.11415885615061,0.166,0.316,0.0117672929898117,"1","S100a8"
5.21431123378343e-07,0.366475322223838,0.92,0.783,0.0122186955141247,"1","Atf4"
5.37076009994639e-07,0.273996277838,0.894,0.797,0.0125853021422044,"1","Ccdc72"
7.79071182953528e-07,0.298737681634298,0.256,0.133,0.01825597503015,"1","Gpn2"
8.09915092811277e-07,0.262946623402595,0.385,0.228,0.0189787403698467,"1","Dnajc25"
8.66704310415174e-07,0.383535737654551,0.316,0.181,0.0203094821059588,"1","Ankrd26"
8.82070348687265e-07,0.432075450914194,0.372,0.236,0.0206695544807887,"1","H2-T24"
8.92416106422753e-07,0.447877634176843,0.478,0.315,0.0209119866218044,"1","Rasa2"
9.65172960801873e-07,0.264806187542221,0.884,0.756,0.0226168979904703,"1","Ndufa11"
1.06756086712358e-06,0.26788022113281,0.728,0.554,0.0250161537993068,"1","Cdc42bpa"
1.13839024566028e-06,0.301661937216918,0.704,0.534,0.0266758986265574,"1","Med1"
1.50097480441593e-06,0.817638215784767,0.744,0.73,0.0351723425918785,"1","ERCC-00009"
1.59035569828548e-06,0.54013811044328,0.302,0.169,0.0372668050779236,"1","Fbxo36"
1.61650939738169e-06,0.391434715581243,0.465,0.313,0.0378796647088453,"1","Zc3h6"
2.02966275363638e-06,0.310440562566145,0.256,0.139,0.0475610873059614,"1","Gnal"
2.2976955998649e-06,0.399804640363594,0.349,0.211,0.0538419009916343,"1","Zfp758"
2.94723039198221e-06,0.351730041313184,0.282,0.162,0.069062449775319,"1","2610029I01Rik"
2.97480250030479e-06,0.261212756877791,0.522,0.364,0.0697085469896421,"1","Ankra2"
3.51596297283642e-06,0.354529556741396,0.535,0.401,0.0823895603424758,"1","Gphn"
4.75834577385198e-06,0.251453656525904,0.256,0.142,0.111502316518673,"1","Setd6"
6.18823800489084e-06,0.253364387530916,0.252,0.143,0.145008981168607,"1","Prmt10"
7.46231015006454e-06,0.557364596756227,0.359,0.227,0.174864313746462,"1","Papd5"
1.13036551622883e-05,0.322489746098555,0.262,0.151,0.264878551417903,"1","Dtwd1"
1.20023494569779e-05,0.430503861548555,0.738,0.519,0.281251054825364,"1","Rab11fip2"
1.99646910131835e-05,0.362983879144734,0.306,0.184,0.467832604511929,"1","1500015A07Rik"
2.01673963129361e-05,7.10332249645023,0.14,0.26,0.472582597801033,"1","S100a9"
2.1262722999337e-05,0.373986525793515,0.382,0.242,0.498249388043465,"1","Cd3eap"
2.23001660851713e-05,0.351440109242796,0.525,0.354,0.522559791873819,"1","Afg3l1"
2.25028443359181e-05,0.629520773257885,0.292,0.171,0.527309151323568,"1","1700012B15Rik"
2.35511079766091e-05,0.439148010509199,0.252,0.152,0.551873113215882,"1","Ighmbp2"
3.26167645356641e-05,0.314273013294724,0.316,0.191,0.764308643364218,"1","Kcnip4"
3.34763477606602e-05,0.95889609566351,0.276,0.172,0.78445125707555,"1","Golga7b"
4.49365116663117e-05,0.850901788770453,0.292,0.181,1,"1","2810454H06Rik"
4.66940009764545e-05,0.68951452989679,0.266,0.162,1,"1","Sncb"
5.69773809154331e-05,0.286632358124465,0.385,0.254,1,"1","Zfp719"
5.87919154802553e-05,0.258515816345784,0.389,0.252,1,"1","Napepld"
6.11988354099513e-05,0.475519381373618,0.252,0.152,1,"1","Pbx2"
6.1684033481073e-05,0.277198888685886,0.352,0.236,1,"1","Nup98"
0.000112292294786633,0.271905200213008,0.316,0.203,1,"1","Gm11602"
0.000115350143540458,0.796711475112417,0.482,0.351,1,"1","Cxx1b"
0.000153069877523121,0.287035985182146,0.465,0.335,1,"1","Mier3"
0.000183298315611398,0.484022862414807,0.525,0.409,1,"1","Plcxd2"
0.000184129545970663,0.656289917700385,0.874,0.849,1,"1","ERCC-00003"
0.000200879800093167,0.354316935469002,0.409,0.287,1,"1","Tagap1"
0.000214563120458751,0.380786486620627,0.595,0.447,1,"1","Rpl30"
0.000261389097027142,0.330280961645921,0.342,0.239,1,"1","Ccdc137"
0.000279641635585633,0.25544349571129,0.811,0.684,1,"1","Luc7l3"
0.000317491693584001,0.310057948617553,0.276,0.18,1,"1","Dcbld2"
0.000334650488633461,0.360559600229752,0.585,0.46,1,"1","Prpf39"
0.000341933986709228,0.275927939478218,0.581,0.449,1,"1","Gnl3"
0.000372476080745527,0.250209043104758,0.522,0.397,1,"1","Dnajc18"
0.000406100112568365,0.287524703226786,0.349,0.242,1,"1","4930413G21Rik"
0.000673554401474235,0.5380779346675,0.282,0.191,1,"1","Ppp1r12b"
0.000823771360481929,0.253700867939141,0.475,0.365,1,"1","Enah"
0.00145755879513688,0.753089809040094,0.362,0.272,1,"1","Dmtf1"
0.00207669382865157,0.649741427496725,0.551,0.569,1,"1","ERCC-00145"
0.00280710739318785,0.680384008022189,0.568,0.562,1,"1","ERCC-00111"
0.0036181796395811,0.979981371742846,0.262,0.175,1,"1","Bbc3"
0.0038802036959794,0.790950297594374,0.322,0.227,1,"1","Ptger1"
0.00408534673065667,0.257726361967002,0.289,0.203,1,"1","Lass6"
0.00588125628451982,0.27295850058508,0.276,0.2,1,"1","Zfp60"
0.00699815550056529,0.436940278785293,0.442,0.349,1,"1","Smurf2"
2.99703425569199e-261,10.4743039640006,0.814,0.008,7.02295037136303e-257,"2","Rbpjl"
1.70691287729966e-249,8.28903391719471,0.844,0.019,3.99980894537629e-245,"2","Ctrc"
4.16161134166958e-242,7.05017232908843,0.874,0.03,9.75190385693433e-238,"2","Cuzd1"
1.29243548846927e-233,7.39852068886554,0.93,0.055,3.02856408013003e-229,"2","Pdia2"
5.46161818300482e-219,6.94877391647755,0.95,0.076,1.27982098882352e-214,"2","Gp2"
1.5303665029349e-217,6.42969123021859,0.935,0.074,3.58610782632735e-213,"2","Dmbt1"
4.35868332180467e-202,9.13767350002692,0.663,0.009,1.02137026279849e-197,"2","Cckar"
1.02889433936805e-200,6.23015221242517,0.734,0.022,2.41100810544115e-196,"2","Ggt1"
3.59887272270832e-200,9.63452995904275,0.985,0.126,8.4332384511224e-196,"2","Amy2b"
1.00870777537068e-199,6.4451119659251,0.724,0.021,2.36370493002611e-195,"2","Serpini2"
5.39141732873025e-196,6.51630627272553,0.849,0.058,1.26337082264136e-191,"2","Pnliprp2"
1.68753184143933e-193,8.79085661687813,0.643,0.01,3.95439336404477e-189,"2","Col7a1"
2.39700089039806e-185,7.72750727394285,0.628,0.011,5.61689218646978e-181,"2","Reg3d"
2.92765218289017e-183,6.41165668713366,0.779,0.047,6.86036736016654e-179,"2","Try10"
3.56670124668147e-178,6.07272101425573,0.945,0.132,8.35785103134869e-174,"2","Tff2"
1.15736762057891e-177,5.98156500185269,0.719,0.033,2.71205954530256e-173,"2","Erp27"
8.60749246680944e-174,7.38099646448376,0.663,0.025,2.01699370974746e-169,"2","Slc38a3"
2.26736290833866e-173,6.180649266606,0.93,0.131,5.31311150310998e-169,"2","Spink3"
4.01240953302654e-167,6.63774877740831,1,0.214,9.40227925874108e-163,"2","Ctrl"
1.22427747523024e-162,6.38968227299735,0.995,0.221,2.86884940770702e-158,"2","Cpb1"
7.4451881283874e-161,6.36012196369965,1,0.238,1.74463093412502e-156,"2","Sycn"
2.70769952659998e-160,6.2939324673002,0.98,0.204,6.34495230068174e-156,"2","Reg1"
5.36837141610763e-159,6.69372892219016,0.995,0.233,1.2579704739365e-154,"2","Cel"
3.55238004470214e-158,6.21550724121843,1,0.243,8.32429215875053e-154,"2","Try5"
5.83185370514528e-158,8.31222204177759,0.688,0.045,1.36657827872669e-153,"2","Slc39a5"
4.42059673393458e-157,6.47951896744727,0.98,0.214,1.03587843266289e-152,"2","Pnliprp1"
2.01806538085258e-156,6.31207064491234,0.98,0.214,4.72893260695186e-152,"2","Cpa2"
1.46853745705609e-155,6.11145556170881,1,0.265,3.44122382311954e-151,"2","Cela3b"
1.83105221961974e-154,5.55953833559401,0.894,0.143,4.29070466623494e-150,"2","Pla2g1b"
3.45019005656005e-154,6.4448443015278,1,0.262,8.08483035953717e-150,"2","Cpa1"
1.29938382170359e-153,5.94736475586472,1,0.271,3.04484610939802e-149,"2","2210010C04Rik"
7.99658356738452e-153,6.06212936433875,0.98,0.226,1.87383942734522e-148,"2","Klk1"
8.72310856659412e-152,5.8240812030814,1,0.281,2.04408603041e-147,"2","Rnase1"
2.26955122336847e-148,7.80412154808615,0.487,0.005,5.31823938171935e-144,"2","Cabp2"
7.72636778181555e-147,7.02420331176146,0.513,0.01,1.81051976231284e-142,"2","Matn4"
3.59976796326925e-145,5.97680209276928,1,0.32,8.43533626832882e-141,"2","Prss2"
3.72073464655751e-145,6.07123560794864,1,0.31,8.71879749727822e-141,"2","Try4"
2.47612702196654e-144,6.07243210111103,1,0.318,5.80230845057419e-140,"2","Zg16"
3.75549334111827e-144,6.44241643621377,1,0.325,8.80024754624243e-140,"2","Ctrb1"
1.55206500744792e-141,6.15722400907353,1,0.325,3.63695393195271e-137,"2","Pnlip"
1.3123624249524e-139,5.46519036038439,1,0.339,3.07525887039095e-135,"2","Clps"
2.77597241649006e-138,6.31073328139209,0.503,0.012,6.50493616356116e-134,"2","Hsd17b13"
2.21043931198121e-137,5.80781375001068,1,0.368,5.17972243976556e-133,"2","Cela1"
9.70595431687201e-136,6.10699031910961,1,0.379,2.27439627507262e-131,"2","Cela2a"
1.54975915474926e-134,7.46231975360812,0.859,0.141,3.63155062732394e-130,"2","Casp9"
1.64609563958681e-134,6.73859241888303,0.618,0.042,3.85729591224376e-130,"2","Slc6a9"
1.86584483234499e-133,6.68384306138036,0.955,0.248,4.37223419563403e-129,"2","Nupr1"
6.90290009432809e-128,6.05724197442564,0.598,0.04,1.6175565791039e-123,"2","Tead2"
1.12911369240773e-120,6.26472450228109,0.462,0.014,2.64585211541902e-116,"2","Aqp12"
5.51412621793784e-120,5.97317280245767,0.407,0.006,1.29212519664937e-115,"2","Gm5409"
1.10379151377832e-114,9.31942246594375,0.382,0.004,2.58651465423674e-110,"2","Il22ra1"
3.27958544089506e-111,8.99083764100511,0.352,0.001,7.68505256364938e-107,"2","Ptf1a"
1.10178558604447e-110,6.62336109078976,0.482,0.025,2.581814163778e-106,"2","Gls2"
1.97655256238583e-109,5.35935139213471,0.387,0.007,4.63165561943871e-105,"2","P2rx1"
9.14853826919455e-108,5.72794178048671,0.447,0.02,2.14377697262036e-103,"2","Galnt6"
9.9532813684899e-108,8.20310209086757,0.362,0.004,2.33235242307824e-103,"2","1810053B23Rik"
1.03937862910466e-103,6.39428161994571,0.347,0.004,2.43557594158094e-99,"2","1810018F18Rik"
6.4122661496752e-103,6.66505612485591,0.442,0.021,1.50258632685339e-98,"2","Prss3"
9.67891292799497e-102,6.68378514542248,0.377,0.009,2.26805966641706e-97,"2","Klk1b5"
4.81136426668073e-99,5.7960529838848,0.402,0.016,1.1274469886113e-94,"2","Hamp2"
2.64899789988859e-97,6.03008367318093,0.377,0.012,6.20739677880894e-93,"2","Prss1"
5.17680409944724e-96,7.59494411060608,0.312,0.002,1.21308050462347e-91,"2","Amy2a5"
2.16370951984245e-91,2.77153458943489,0.553,0.057,5.07022051784682e-87,"2","Chst2"
1.20017810338049e-90,5.89535080937649,0.417,0.024,2.8123773496515e-86,"2","Gal"
4.08425023820025e-87,4.62214492370409,0.352,0.013,9.57062358317466e-83,"2","Gm5771"
9.92218911461878e-86,5.6562010295491,0.543,0.067,2.32506657522862e-81,"2","Slc19a2"
1.24744017092297e-85,4.78155068631467,0.312,0.006,2.92312655252379e-81,"2","Tmed11"
6.79912799536411e-83,8.59480137583195,0.271,0.002,1.59323966315367e-78,"2","Lrrc7"
9.62066037401267e-79,6.46149425316918,0.387,0.027,2.25440934544239e-74,"2","Nphs1"
1.50708780734844e-77,4.61119626527308,0.568,0.089,3.53155885895961e-73,"2","Derl3"
3.71721963872135e-76,7.67129772979311,0.251,0.002,8.71056077941574e-72,"2","Apol7a"
1.61116381160635e-75,4.72513650443505,0.528,0.074,3.77544015973716e-71,"2","Myo5c"
6.57616941185333e-72,8.77729345820261,0.266,0.006,1.54099377827959e-67,"2","Gm13011"
1.01637472300474e-71,4.26211946312045,0.452,0.05,2.38167088841701e-67,"2","Homer2"
6.70344354952526e-64,4.58131125832956,0.437,0.055,1.57081792696025e-59,"2","Arhgef26"
1.93954406040034e-62,2.2843585517401,1,1,4.54493359673612e-58,"2","ERCC-00130"
1.80344732307473e-60,5.16910474787134,0.307,0.021,4.22601811216101e-56,"2","Rab26"
1.83989896925927e-60,4.74635004250617,0.251,0.01,4.31143525466526e-56,"2","Sostdc1"
3.89363299189442e-60,3.66849883576083,0.603,0.141,9.1239501899062e-56,"2","Slc1a5"
6.55386970401343e-60,2.29363456019776,1,1,1.53576828774147e-55,"2","ERCC-00002"
7.35440742109226e-59,4.41365933909843,0.503,0.09,1.72335829098455e-54,"2","Gnmt"
7.83805435641514e-59,2.24767618777725,1,1,1.83669127733876e-54,"2","ERCC-00096"
1.57580290058665e-55,2.18482717381311,1,1,3.6925789369447e-51,"2","ERCC-00074"
3.14004242215699e-55,2.30987089478289,0.995,0.998,7.35806140784048e-51,"2","ERCC-00046"
3.44350552285946e-55,5.06291721420352,0.397,0.054,8.06916649171656e-51,"2","Edaradd"
4.75010345553081e-55,6.69913412384297,0.251,0.013,1.11309174273454e-50,"2","1810010D01Rik"
5.21138588504847e-55,2.3006763730966,0.995,0.999,1.22118405444341e-50,"2","ERCC-00004"
5.25306958554977e-54,3.65982462948492,0.588,0.155,1.23095179598188e-49,"2","Arhgdig"
1.08163858247991e-53,4.99158182039171,0.874,0.643,2.53460369032517e-49,"2","Sel1l"
7.2728124567946e-52,2.17934906008146,0.99,0.998,1.70423814300068e-47,"2","ERCC-00113"
1.26429314525527e-51,2.27407514200444,0.382,0.05,2.96261812727668e-47,"2","Pah"
1.82030395899992e-51,3.29938772650918,0.352,0.042,4.26551826712452e-47,"2","Amy1"
1.34382520850324e-44,3.26422681052779,0.704,0.275,3.14898561108564e-40,"2","Fam134b"
1.40735984304064e-42,3.07288870504255,0.477,0.109,3.29786632019714e-38,"2","Gamt"
3.78818142403279e-41,3.85021643459658,0.407,0.086,8.87684553093604e-37,"2","Serpinb1a"
2.33159061295882e-40,1.8622722089147,0.99,0.994,5.46361628334639e-36,"2","ERCC-00171"
4.45807567243299e-38,3.5141833342537,0.291,0.042,1.04466087232122e-33,"2","Prodh"
7.32176697202378e-37,4.07085269463708,0.472,0.129,1.71570965455433e-32,"2","Aldh1l2"
1.4681025133853e-35,3.31754684044161,0.819,0.485,3.44020461961578e-31,"2","Edem1"
5.11575223466387e-35,2.74031363020092,0.322,0.056,1.19877422114878e-30,"2","Gdpd5"
1.47576681572144e-34,3.46525195878871,0.558,0.19,3.45816437928006e-30,"2","Tmed6"
1.67500664714558e-33,3.77612137132788,0.528,0.185,3.92504307625625e-29,"2","Slc41a1"
1.17884778167174e-32,3.87258354653121,0.342,0.074,2.76239400679139e-28,"2","Ntn1"
1.41983156868763e-32,4.31051195594316,0.251,0.035,3.32709131490571e-28,"2","C1rl"
1.89866111453152e-32,3.70889683254493,0.744,0.48,4.44913258968171e-28,"2","Rap1gap"
3.14513689673532e-32,2.42402874074586,0.95,0.948,7.36999929011987e-28,"2","ERCC-00136"
6.57344077488919e-32,2.4642018625224,0.859,0.613,1.54035437677978e-27,"2","Mt2"
1.08427477168232e-31,3.8439992086083,0.553,0.221,2.54078107248317e-27,"2","Rgs11"
1.96087839091868e-31,1.91651413340954,0.965,0.862,4.59492633343975e-27,"2","Mt1"
7.83838815649305e-29,1.74949674942413,0.397,0.105,1.83676949671102e-24,"2","B4galnt1"
9.7970427274089e-29,4.27191728431865,0.683,0.479,2.29574102231373e-24,"2","Myo9a"
2.96724999274936e-28,3.82291852039522,0.327,0.077,6.95315690800958e-24,"2","Crlf1"
3.31346175083747e-28,2.50817967108111,0.724,0.442,7.76443492073744e-24,"2","Gatm"
4.18502669264422e-28,3.77074409661714,0.271,0.052,9.80677304887321e-24,"2","Hk2"
4.87745241176162e-28,1.93277618989535,0.714,0.34,1.1429334236481e-23,"2","Cbs"
8.08710579063422e-28,3.43817072889555,0.593,0.264,1.89505149991932e-23,"2","Bhlha15"
8.39418199892807e-28,2.72921721295157,0.583,0.251,1.96700866780881e-23,"2","Sgk1"
3.12316201899409e-27,3.71515769044297,0.613,0.31,7.31850555910885e-23,"2","Mknk1"
1.97514121936474e-26,3.80496144669078,0.663,0.376,4.6283484193374e-22,"2","Ssfa2"
9.42850807120014e-26,0.569016199330289,0.131,0.584,2.20938229632433e-21,"2","Scaf1"
1.01195002634446e-24,0.5555401697052,0.357,0.796,2.37130249673298e-20,"2","Rbbp6"
1.85499073097853e-23,0.539639519999453,0.251,0.653,4.34679977990199e-19,"2","Fam114a1"
2.17951304314757e-22,2.01062619866884,0.492,0.187,5.1072529140077e-18,"2","Tle6"
3.35283058425493e-22,4.00853439962293,0.367,0.12,7.85668790808458e-18,"2","Pde4a"
3.62486291929711e-22,2.66434411282329,0.487,0.192,8.49414127878891e-18,"2","Celsr1"
1.72031748968827e-21,0.289097668065969,0.447,0.859,4.03121997358652e-17,"2","Ubn2"
2.39200903177647e-21,0.845824860681144,0.08,0.487,5.60519476416179e-17,"2","Mir684-1"
2.48975501118047e-21,0.652363599157414,0.201,0.609,5.8342429176992e-17,"2","9930021J03Rik"
3.13166094446606e-21,1.38138828010204,0.332,0.093,7.33842109116732e-17,"2","Ppic"
5.86792144259431e-21,1.90871981526574,0.302,0.082,1.37503003164312e-16,"2","Adap2"
8.40697812879762e-21,0.336492033671537,0.151,0.552,1.97000718492115e-16,"2","Taf1"
1.94175995520767e-19,0.375774488997435,0.266,0.698,4.55012610303812e-15,"2","Ano6"
2.5230789951217e-19,1.65681474491348,0.347,0.112,5.91233100926869e-15,"2","Igf1"
8.52190156702188e-19,0.482572422243679,0.658,0.92,1.99693719420024e-14,"2","Srsf2"
1.01011127466199e-18,0.322905401273403,0.362,0.756,2.36699374991543e-14,"2","Luc7l3"
1.59715090984167e-18,2.66098445571976,0.543,0.275,3.74260372703198e-14,"2","Tmem97"
2.09034425979861e-18,2.48383638978811,0.442,0.189,4.89830370398608e-14,"2","Klf15"
2.72032355529065e-18,2.88243057109443,0.497,0.242,6.37453418711257e-14,"2","Myc"
5.57620762682155e-18,2.53047853316315,0.603,0.361,1.30667273319309e-13,"2","Pabpc4"
8.34977073321905e-18,3.38616263553822,0.513,0.283,1.95660177591522e-13,"2","Dvl1"
8.86039248579976e-18,0.49263298228759,0.196,0.569,2.07625577119746e-13,"2","Dip2b"
9.09389147886431e-18,1.57605472271281,0.93,0.948,2.13097159024227e-13,"2","Rrbp1"
1.18455205756622e-17,0.962786881147422,0.332,0.769,2.77576083649493e-13,"2","Pan3"
1.38506066304118e-17,0.539546259280038,0.045,0.35,3.24561265170439e-13,"2","Rpa3"
3.11459832604509e-17,2.93078758982546,0.528,0.278,7.29843825742146e-13,"2","Extl3"
3.8027802701546e-17,3.8890083591641,0.342,0.133,8.91105500705327e-13,"2","Zfp238"
4.73823157555675e-17,0.461543587581718,0.291,0.661,1.11030980510021e-12,"2","Pnn"
5.55876741370881e-17,0.273797342096907,0.261,0.615,1.30258596805438e-12,"2","Ddx46"
6.29288880296508e-17,1.90122654613779,0.442,0.201,1.47461263319881e-12,"2","Phgdh"
1.23978749806613e-16,2.39353852570159,0.417,0.178,2.90519404421836e-12,"2","1810011O10Rik"
1.26265101394734e-16,0.521555534076201,0.372,0.748,2.95877012098281e-12,"2","Nufip2"
2.31268237788565e-16,0.53486117551056,0.251,0.656,5.41930861609943e-12,"2","Cdk12"
2.34986690288078e-16,3.75944035307698,0.477,0.252,5.50644311352054e-12,"2","Fam193b"
2.42771743389477e-16,0.288438841133168,0.271,0.606,5.68887026284562e-12,"2","Riok3"
2.75885676734039e-16,0.808657604427442,0.116,0.446,6.46482906290874e-12,"2","Phactr4"
5.70437674551602e-16,0.597186310124366,0.09,0.405,1.33670660277677e-11,"2","Scaf4"
1.7496676600184e-15,1.9637326963685,0.834,0.847,4.09999622772113e-11,"2","ERCC-00108"
1.82440297653134e-15,0.3908270262376,0.387,0.777,4.27512349490589e-11,"2","Arid1a"
2.11650144048835e-15,2.35452941054608,0.824,0.858,4.95959782549635e-11,"2","ERCC-00003"
3.21697118126099e-15,0.360356415681675,0.261,0.658,7.53832856904888e-11,"2","Smg7"
5.18441256276832e-15,1.32030901342708,0.357,0.134,1.2148633958335e-10,"2","Pbld1"
5.39725449138057e-15,2.08364876855207,1,0.987,1.26473864496521e-10,"2","Lars2"
